LAMMPS data file via write_data, version 29 Aug 2024, timestep = 30000, units = lj

2048 atoms
1 atom types

0 13.436769531060058 xlo xhi
0 13.436769531060058 ylo yhi
0 13.436769531060058 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

319 1 1.0586507603887418 0.24481402944518726 1.0676948664598045 1 0 0
1175 1 0.5891693824239138 1.8928427849346618 2.7760078170338125 1 0 0
509 1 0.2844396567587451 0.11962495788996048 1.8674711109469786 1 1 0
194 1 1.727004832257335 0.8305780953792626 1.553899389374365 0 1 0
1113 1 1.792556525700638 1.6576739530871274 1.0288508658472448 0 0 0
1420 1 2.3676448249090516 0.7307145628930655 0.4989040873940752 0 0 1
198 1 3.5144027524385995 0.052363474843517235 1.2246917853026345 0 1 0
545 1 4.947607297862928 12.916448233458185 1.3272834950003964 0 -1 0
1006 1 4.516819698164021 0.5245126268952851 1.1177031931467998 0 1 0
1851 1 6.595532947959992 13.059293870760806 13.21189418372391 1 -1 0
122 1 5.583271294787295 0.7958274118948534 1.1023772548167032 0 0 0
470 1 8.075686830149694 1.0387994244310759 0.6852277492620783 0 1 0
1141 1 7.544622088897257 2.0238090002813918 0.5338348343326801 0 0 0
941 1 7.5590513595885 1.1231595465265083 13.062459907256704 0 1 -1
484 1 8.215616333916794 0.9054196012985126 1.9470842919575906 -1 1 0
1290 1 8.78348897466998 13.426268689815247 13.418565866575841 0 -1 0
972 1 9.822570095162945 0.3690166021773348 1.2390448118450834 -1 1 0
1394 1 9.796769093263096 0.21304458246939506 0.1558815169586269 0 0 1
80 1 10.836408417520767 0.28262388300943114 1.5647749411771121 -1 0 0
228 1 10.532506216703982 1.517709317862827 13.2051056046397 -1 1 -1
2043 1 11.110492595264226 1.659433333260578 0.6510862616640897 0 1 1
192 1 12.80730208300814 0.77239447720857 2.4226336145416383 0 1 0
156 1 2.8278966946458666 1.5230050563726487 1.0467342774614345 1 1 0
579 1 0.8303105045900528 2.8182590783421615 2.2065919413686492 0 0 0
847 1 0.8784502059103291 2.2338129566820277 0.89195427133508 0 0 1
624 1 2.6586773383514224 4.444223946296511 12.621774018805386 0 0 -1
1964 1 2.1307991607244667 2.5715966332550226 1.6439028142029677 0 1 1
524 1 4.208134074789915 1.2421408789376485 12.355477912035688 0 0 -1
1834 1 4.0190467864166 1.959500143396429 0.6565757544422274 0 0 1
